lens_type,stage,store_location,inventory_available,elapsed_hours,sla_hours,days_in_current_stage,breached
Single Vision,Order Placed,Mumbai,0,46,24,4,1
Single Vision,QC,Delhi,1,19,24,3,1
Progressive,Production,Mumbai,1,28,72,5,0
Single Vision,QC,Delhi,0,9,24,5,1
Bifocal,QC,Bangalore,0,90,48,1,1
Bifocal,Shipped,Delhi,1,36,48,1,0
Single Vision,QC,Durgapur,0,60,24,3,1
Single Vision,Shipped,Bangalore,1,65,24,5,1
Bifocal,Production,Kolkata,0,62,48,2,1
Bifocal,Prescription Verified,Bangalore,1,32,48,3,0
Single Vision,Shipped,Durgapur,1,40,24,1,0
Bifocal,Order Placed,Delhi,1,74,48,3,1
Bifocal,Lens Allocated,Mumbai,0,66,48,0,1
Progressive,Order Placed,Bangalore,0,7,72,3,1
Single Vision,Prescription Verified,Mumbai,0,48,24,2,1
Single Vision,Packed,Kolkata,1,28,24,0,0
Progressive,Packed,Delhi,0,37,72,5,1
Single Vision,Prescription Verified,Durgapur,0,39,24,5,1
Bifocal,Shipped,Delhi,0,34,48,2,0
Bifocal,Prescription Verified,Delhi,0,65,48,0,1
Bifocal,Order Placed,Kolkata,0,37,48,5,1
Progressive,Order Placed,Bangalore,1,39,72,0,0
Single Vision,Production,Mumbai,0,46,24,4,1
Bifocal,Lens Allocated,Delhi,0,62,48,2,1
Progressive,Packed,Kolkata,1,67,72,4,1
Progressive,Lens Allocated,Kolkata,1,47,72,5,1
Progressive,Packed,Durgapur,0,17,72,0,0
Bifocal,Packed,Delhi,0,7,48,5,1
Bifocal,Production,Delhi,0,95,48,5,1
Single Vision,Lens Allocated,Bangalore,0,11,24,1,0
Progressive,Order Placed,Mumbai,0,97,72,2,1
Progressive,Lens Allocated,Durgapur,1,58,72,0,1
Single Vision,Production,Mumbai,0,61,24,3,1
Single Vision,Order Placed,Delhi,0,60,24,5,1
Single Vision,Order Placed,Mumbai,1,56,24,4,1
Progressive,Shipped,Delhi,0,4,72,0,1
Progressive,Lens Allocated,Mumbai,1,98,72,4,1
Progressive,Prescription Verified,Durgapur,0,61,72,3,0
Single Vision,Order Placed,Kolkata,0,94,24,1,1
Bifocal,Lens Allocated,Durgapur,1,22,48,1,0
Progressive,Packed,Mumbai,1,13,72,0,0
Single Vision,Packed,Bangalore,1,63,24,2,0
Bifocal,QC,Delhi,1,83,48,4,1
Progressive,Prescription Verified,Bangalore,0,51,72,2,1
Progressive,Shipped,Bangalore,0,36,72,2,1
Single Vision,Packed,Bangalore,0,71,24,4,1
Progressive,Shipped,Delhi,0,22,72,4,1
Single Vision,QC,Bangalore,1,27,24,2,1
Single Vision,Lens Allocated,Mumbai,1,35,24,1,0
Bifocal,Shipped,Durgapur,1,78,48,3,1
Bifocal,Order Placed,Delhi,0,25,48,4,1
Single Vision,Order Placed,Durgapur,0,83,24,4,1
Single Vision,Packed,Kolkata,0,54,24,5,1
Bifocal,Production,Bangalore,0,60,48,0,1
Bifocal,QC,Durgapur,1,17,48,2,0
Single Vision,Production,Kolkata,1,67,24,0,1
Bifocal,Shipped,Kolkata,0,33,48,1,1
Progressive,Prescription Verified,Kolkata,0,44,72,0,1
Bifocal,Lens Allocated,Kolkata,0,32,48,4,1
Bifocal,Prescription Verified,Mumbai,0,90,48,1,1
Single Vision,QC,Delhi,0,53,24,3,1
Bifocal,Production,Kolkata,0,71,48,1,1
Single Vision,Production,Kolkata,0,77,24,4,1
Single Vision,Lens Allocated,Bangalore,1,79,24,0,0
Single Vision,Production,Bangalore,0,32,24,1,1
Bifocal,Packed,Durgapur,0,6,48,0,0
Single Vision,Lens Allocated,Delhi,0,74,24,5,1
Single Vision,Packed,Bangalore,1,12,24,4,0
Progressive,Lens Allocated,Durgapur,0,2,72,1,0
Progressive,Order Placed,Delhi,1,1,72,4,0
Bifocal,Production,Delhi,1,18,48,5,0
Single Vision,Packed,Durgapur,0,68,24,3,1
Single Vision,QC,Kolkata,0,31,24,1,1
Progressive,Shipped,Kolkata,1,60,72,3,1
Progressive,Production,Delhi,1,84,72,0,1
Progressive,Packed,Kolkata,1,62,72,0,1
Single Vision,Shipped,Delhi,0,23,24,0,1
Bifocal,Lens Allocated,Kolkata,0,91,48,2,1
Progressive,Shipped,Delhi,1,76,72,3,1
Bifocal,Order Placed,Kolkata,0,23,48,0,0
Progressive,Packed,Delhi,0,31,72,5,0
Progressive,Prescription Verified,Bangalore,1,39,72,3,0
Bifocal,Order Placed,Kolkata,1,27,48,2,0
Single Vision,Lens Allocated,Bangalore,0,62,24,1,1
Progressive,Shipped,Mumbai,1,89,72,5,1
Bifocal,Order Placed,Bangalore,0,19,48,3,1
Progressive,Order Placed,Mumbai,1,4,72,4,0
Bifocal,QC,Bangalore,0,93,48,2,0
Progressive,QC,Delhi,1,74,72,2,0
Bifocal,Lens Allocated,Bangalore,0,7,48,3,1
Bifocal,Packed,Kolkata,0,7,48,1,0
Progressive,Prescription Verified,Delhi,0,93,72,3,1
Single Vision,Production,Delhi,1,25,24,4,1
Progressive,Shipped,Bangalore,1,18,72,4,0
Bifocal,Packed,Mumbai,0,31,48,0,1
Single Vision,QC,Durgapur,1,27,24,3,1
Bifocal,Lens Allocated,Mumbai,1,29,48,1,0
Single Vision,Lens Allocated,Kolkata,1,76,24,1,0
Progressive,Lens Allocated,Mumbai,1,53,72,4,0
Bifocal,Order Placed,Bangalore,0,63,48,3,1
Bifocal,Prescription Verified,Kolkata,0,58,48,0,1
Bifocal,Shipped,Kolkata,1,100,48,3,1
Bifocal,Production,Kolkata,0,56,48,1,1
Single Vision,Order Placed,Kolkata,0,54,24,4,1
Single Vision,Packed,Durgapur,1,79,24,2,0
Bifocal,QC,Kolkata,0,80,48,5,1
Bifocal,Lens Allocated,Bangalore,1,23,48,2,0
Single Vision,Packed,Kolkata,0,20,24,2,1
Single Vision,Production,Delhi,1,1,24,0,0
Bifocal,Prescription Verified,Kolkata,0,25,48,2,0
Bifocal,Order Placed,Delhi,0,70,48,5,1
Bifocal,Lens Allocated,Delhi,1,59,48,1,1
Progressive,Prescription Verified,Durgapur,0,11,72,1,0
Progressive,QC,Durgapur,1,69,72,4,1
Bifocal,Packed,Mumbai,0,35,48,4,1
Single Vision,Order Placed,Bangalore,1,50,24,0,0
Single Vision,QC,Delhi,0,19,24,5,1
Progressive,Shipped,Mumbai,0,75,72,1,1
Single Vision,Prescription Verified,Bangalore,0,94,24,5,1
Single Vision,Shipped,Durgapur,0,62,24,3,1
Progressive,QC,Delhi,0,47,72,3,1
Single Vision,Production,Mumbai,0,66,24,2,1
Bifocal,Prescription Verified,Kolkata,0,23,48,5,1
Single Vision,Production,Kolkata,0,53,24,5,1
Single Vision,Prescription Verified,Durgapur,0,27,24,3,1
Progressive,Production,Mumbai,0,53,72,0,1
Progressive,QC,Mumbai,0,63,72,1,1
Single Vision,QC,Delhi,1,64,24,3,1
Single Vision,Shipped,Mumbai,0,20,24,4,1
Bifocal,Packed,Delhi,1,65,48,2,1
Bifocal,QC,Bangalore,1,31,48,1,0
Progressive,Prescription Verified,Bangalore,0,50,72,4,1
Progressive,Packed,Mumbai,0,93,72,3,1
Single Vision,QC,Mumbai,0,48,24,4,0
Progressive,Shipped,Durgapur,1,62,72,4,1
Bifocal,Packed,Durgapur,0,48,48,3,1
Progressive,Production,Bangalore,1,86,72,5,1
Single Vision,Order Placed,Mumbai,0,11,24,0,0
Bifocal,Production,Kolkata,0,75,48,4,1
Progressive,Lens Allocated,Mumbai,0,84,72,3,1
Bifocal,Shipped,Mumbai,0,46,48,1,1
Bifocal,Lens Allocated,Delhi,0,89,48,3,1
Progressive,Prescription Verified,Kolkata,0,20,72,2,0
Single Vision,Shipped,Durgapur,0,51,24,0,1
Bifocal,Packed,Bangalore,0,43,48,3,1
Bifocal,Lens Allocated,Mumbai,0,70,48,0,1
Progressive,Prescription Verified,Kolkata,0,20,72,3,1
Bifocal,Prescription Verified,Durgapur,1,18,48,4,0
Progressive,Production,Mumbai,0,15,72,3,1
Bifocal,Lens Allocated,Bangalore,0,17,48,5,1
Progressive,Shipped,Kolkata,0,100,72,5,1
Progressive,Production,Durgapur,1,6,72,5,0
Bifocal,Packed,Delhi,0,17,48,0,0
Bifocal,Packed,Kolkata,1,85,48,2,0
Bifocal,Packed,Mumbai,0,90,48,5,1
Single Vision,Packed,Mumbai,1,48,24,2,0
Bifocal,QC,Delhi,0,90,48,2,1
Bifocal,Packed,Delhi,0,66,48,5,1
Single Vision,Production,Mumbai,1,65,24,3,1
Bifocal,Packed,Kolkata,1,47,48,5,1
Single Vision,Shipped,Kolkata,0,15,24,4,1
Single Vision,Order Placed,Mumbai,0,96,24,0,0
Single Vision,Shipped,Mumbai,1,90,24,5,1
Single Vision,Order Placed,Durgapur,0,12,24,2,0
Single Vision,Prescription Verified,Mumbai,0,66,24,2,1
Bifocal,QC,Kolkata,0,21,48,0,1
Bifocal,Lens Allocated,Kolkata,0,86,48,0,0
Progressive,Prescription Verified,Delhi,0,3,72,4,1
Single Vision,Packed,Delhi,0,77,24,3,1
Bifocal,Shipped,Delhi,0,6,48,3,0
Progressive,Lens Allocated,Delhi,0,82,72,5,1
Single Vision,Production,Bangalore,1,73,24,5,1
Progressive,Prescription Verified,Durgapur,0,56,72,5,1
Single Vision,Lens Allocated,Kolkata,1,30,24,2,0
Single Vision,Production,Mumbai,1,16,24,4,0
Single Vision,Production,Mumbai,0,63,24,2,1
Bifocal,QC,Mumbai,0,34,48,1,0
Progressive,Lens Allocated,Mumbai,0,7,72,1,1
Progressive,Lens Allocated,Kolkata,1,42,72,4,0
Bifocal,Shipped,Kolkata,0,66,48,1,1
Bifocal,QC,Mumbai,1,21,48,5,0
Bifocal,Order Placed,Bangalore,1,86,48,3,1
Bifocal,Lens Allocated,Mumbai,0,49,48,0,1
Progressive,Shipped,Kolkata,0,73,72,3,1
Single Vision,Shipped,Durgapur,0,10,24,2,1
Single Vision,Prescription Verified,Bangalore,0,56,24,4,1
Single Vision,QC,Bangalore,0,1,24,4,1
Single Vision,QC,Delhi,0,5,24,5,1
Bifocal,Order Placed,Durgapur,1,10,48,2,0
Progressive,Production,Bangalore,0,71,72,5,1
Bifocal,Production,Durgapur,0,38,48,0,1
Progressive,QC,Kolkata,1,75,72,0,1
Progressive,Lens Allocated,Delhi,0,19,72,4,1
Progressive,Packed,Mumbai,0,60,72,3,1
Single Vision,Production,Durgapur,1,84,24,4,0
Progressive,Lens Allocated,Kolkata,0,42,72,2,1
Progressive,Packed,Durgapur,1,44,72,2,0
Progressive,Prescription Verified,Mumbai,1,100,72,3,1
Progressive,Lens Allocated,Durgapur,0,71,72,2,0
Bifocal,Shipped,Delhi,1,21,48,3,0
Bifocal,Order Placed,Kolkata,1,82,48,3,1
Single Vision,Production,Bangalore,1,71,24,3,1
Progressive,Production,Bangalore,0,36,72,1,1
Single Vision,QC,Bangalore,1,57,24,3,1
Progressive,Prescription Verified,Bangalore,0,65,72,3,1
Single Vision,Packed,Durgapur,1,66,24,5,0
Single Vision,Order Placed,Mumbai,0,78,24,3,1
Progressive,Shipped,Durgapur,1,40,72,4,0
Progressive,Packed,Delhi,1,62,72,5,1
Progressive,Shipped,Delhi,1,1,72,3,0
Bifocal,Lens Allocated,Kolkata,1,89,48,3,1
Progressive,Packed,Delhi,0,49,72,4,1
Single Vision,Shipped,Mumbai,0,91,24,2,1
Bifocal,Production,Mumbai,1,73,48,1,1
Single Vision,Prescription Verified,Kolkata,0,36,24,5,1
Single Vision,Packed,Bangalore,1,50,24,1,1
Bifocal,Production,Bangalore,0,78,48,3,1
Single Vision,QC,Durgapur,0,5,24,5,1
Bifocal,Prescription Verified,Mumbai,1,25,48,1,0
Bifocal,QC,Bangalore,1,6,48,2,0
Single Vision,Packed,Delhi,1,7,24,0,0
Bifocal,QC,Delhi,0,14,48,5,1
Single Vision,Lens Allocated,Kolkata,1,29,24,0,0
Single Vision,Production,Bangalore,1,14,24,4,0
Bifocal,Shipped,Durgapur,0,67,48,0,1
Single Vision,QC,Delhi,0,62,24,1,1
Progressive,QC,Kolkata,0,42,72,1,1
Single Vision,Lens Allocated,Bangalore,0,75,24,2,1
Progressive,Packed,Durgapur,0,23,72,3,1
Bifocal,Packed,Mumbai,0,20,48,0,0
Progressive,Production,Durgapur,1,92,72,2,1
Single Vision,Prescription Verified,Durgapur,1,45,24,2,0
Single Vision,QC,Delhi,0,34,24,4,1
Bifocal,Order Placed,Durgapur,0,81,48,3,1
Bifocal,Order Placed,Mumbai,1,37,48,3,0
Bifocal,Order Placed,Bangalore,1,58,48,2,0
Bifocal,QC,Mumbai,0,19,48,3,0
Bifocal,Packed,Delhi,0,7,48,5,1
Single Vision,Order Placed,Mumbai,1,77,24,2,0
Bifocal,Order Placed,Durgapur,0,81,48,1,1
Bifocal,Packed,Mumbai,1,51,48,5,1
Bifocal,Shipped,Bangalore,1,2,48,3,0
Single Vision,Order Placed,Kolkata,0,81,24,4,1
Single Vision,Production,Durgapur,0,64,24,0,1
Progressive,Prescription Verified,Mumbai,1,2,72,5,0
Single Vision,Production,Bangalore,0,97,24,5,1
Bifocal,Production,Bangalore,1,72,48,2,1
Progressive,Shipped,Mumbai,0,98,72,0,1
Progressive,Production,Durgapur,1,18,72,0,0
Bifocal,Shipped,Durgapur,0,65,48,3,1
Progressive,Order Placed,Delhi,0,44,72,0,1
Single Vision,Lens Allocated,Mumbai,1,71,24,1,0
Bifocal,Packed,Delhi,1,58,48,4,1
Progressive,Production,Kolkata,1,67,72,1,1
Single Vision,Lens Allocated,Delhi,1,41,24,5,1
Bifocal,Production,Bangalore,0,100,48,3,1
Single Vision,QC,Kolkata,1,86,24,0,1
Bifocal,QC,Bangalore,0,10,48,5,1
Bifocal,Shipped,Durgapur,0,33,48,5,1
Bifocal,QC,Bangalore,0,4,48,3,1
Single Vision,Packed,Bangalore,0,82,24,4,1
Single Vision,Shipped,Kolkata,0,25,24,1,1
Progressive,Order Placed,Delhi,0,69,72,3,1
Single Vision,Production,Delhi,0,29,24,1,1
Progressive,Order Placed,Durgapur,0,90,72,0,1
Progressive,Prescription Verified,Kolkata,1,65,72,5,1
Progressive,Prescription Verified,Mumbai,0,30,72,2,1
Single Vision,Lens Allocated,Durgapur,0,9,24,3,1
Bifocal,Packed,Bangalore,0,24,48,3,1
Progressive,QC,Durgapur,1,2,72,2,0
Single Vision,Prescription Verified,Mumbai,1,46,24,4,1
Bifocal,Packed,Mumbai,1,10,48,0,0
Single Vision,Prescription Verified,Delhi,1,66,24,2,0
Progressive,Lens Allocated,Kolkata,1,22,72,5,0
Progressive,QC,Kolkata,0,71,72,3,1
Progressive,Shipped,Kolkata,0,17,72,4,1
Single Vision,Prescription Verified,Kolkata,1,25,24,1,0
Single Vision,Lens Allocated,Delhi,1,6,24,5,0
Bifocal,Packed,Delhi,0,93,48,5,1
Single Vision,Production,Durgapur,0,32,24,2,1
Progressive,Order Placed,Kolkata,1,68,72,2,1
Single Vision,Order Placed,Kolkata,1,84,24,1,0
Progressive,Shipped,Durgapur,1,6,72,3,0
Single Vision,Order Placed,Durgapur,1,64,24,1,0
Single Vision,Prescription Verified,Delhi,1,93,24,1,0
Progressive,Shipped,Delhi,1,70,72,4,0
Progressive,Shipped,Durgapur,1,98,72,0,1
Bifocal,Prescription Verified,Delhi,1,38,48,3,0
Bifocal,Production,Kolkata,0,30,48,3,1
Bifocal,Order Placed,Mumbai,0,39,48,5,1
Bifocal,Production,Durgapur,1,97,48,1,1
Progressive,QC,Durgapur,0,23,72,1,1
Single Vision,QC,Bangalore,1,15,24,2,1
Bifocal,Production,Bangalore,0,40,48,3,1
Bifocal,Prescription Verified,Kolkata,0,91,48,3,1
Progressive,Prescription Verified,Kolkata,1,99,72,2,1
Single Vision,Production,Delhi,1,48,24,0,1
Progressive,Order Placed,Bangalore,0,83,72,2,0
Progressive,Packed,Bangalore,0,59,72,4,1
Single Vision,Lens Allocated,Kolkata,0,48,24,5,0
Bifocal,Shipped,Kolkata,1,93,48,3,1
Bifocal,QC,Delhi,0,42,48,3,1
Progressive,Prescription Verified,Durgapur,0,66,72,3,0
Single Vision,Shipped,Delhi,0,4,24,2,0
Single Vision,Lens Allocated,Mumbai,1,85,24,4,1
Single Vision,Shipped,Mumbai,0,52,24,0,1
Progressive,Order Placed,Mumbai,0,56,72,5,1
Single Vision,Prescription Verified,Kolkata,0,44,24,0,1
Single Vision,Packed,Bangalore,0,51,24,3,1
Bifocal,Packed,Delhi,1,92,48,2,1
Single Vision,Order Placed,Delhi,0,100,24,1,1
Progressive,Lens Allocated,Kolkata,0,85,72,5,1
Progressive,Order Placed,Delhi,0,55,72,5,0
Single Vision,Packed,Durgapur,1,13,24,2,0
Single Vision,Shipped,Kolkata,0,1,24,2,1
Progressive,QC,Kolkata,1,11,72,1,0
Bifocal,Order Placed,Kolkata,0,63,48,3,1
Single Vision,Shipped,Durgapur,1,71,24,4,1
Bifocal,Order Placed,Bangalore,1,15,48,0,1
Bifocal,Order Placed,Mumbai,0,20,48,2,0
Progressive,QC,Delhi,0,13,72,1,1
Progressive,Shipped,Delhi,0,67,72,3,1
Progressive,QC,Delhi,1,38,72,5,1
Progressive,Shipped,Bangalore,1,92,72,3,1
Bifocal,Shipped,Bangalore,0,67,48,1,1
Progressive,Lens Allocated,Kolkata,1,39,72,5,0
Bifocal,Order Placed,Kolkata,0,6,48,0,1
Progressive,Packed,Delhi,0,37,72,1,0
Bifocal,QC,Kolkata,1,23,48,4,0
Bifocal,Prescription Verified,Durgapur,1,50,48,1,0
Bifocal,Prescription Verified,Bangalore,0,56,48,5,1
Progressive,Order Placed,Durgapur,0,29,72,2,1
Bifocal,Order Placed,Kolkata,1,92,48,3,1
Bifocal,QC,Bangalore,1,11,48,4,1
Single Vision,Lens Allocated,Delhi,1,77,24,5,1
Single Vision,Production,Bangalore,0,79,24,3,1
Progressive,Production,Bangalore,0,89,72,2,1
Bifocal,Production,Durgapur,1,87,48,2,1
Progressive,Lens Allocated,Kolkata,0,50,72,5,1
Progressive,Order Placed,Mumbai,0,7,72,4,1
Progressive,Order Placed,Kolkata,1,22,72,2,0
Bifocal,Shipped,Bangalore,1,91,48,5,1
Progressive,Lens Allocated,Bangalore,1,89,72,4,1
Bifocal,Lens Allocated,Kolkata,0,65,48,1,1
Progressive,Packed,Durgapur,0,87,72,4,1
Bifocal,Shipped,Durgapur,1,88,48,4,1
Progressive,QC,Mumbai,0,58,72,4,1
Single Vision,Packed,Delhi,1,23,24,2,0
Bifocal,Lens Allocated,Durgapur,0,45,48,2,1
Single Vision,Packed,Mumbai,0,31,24,5,0
Progressive,Shipped,Bangalore,1,90,72,0,1
Single Vision,Prescription Verified,Delhi,0,33,24,0,1
Progressive,Production,Kolkata,0,76,72,5,1
Progressive,Lens Allocated,Kolkata,1,83,72,3,1
Bifocal,Prescription Verified,Durgapur,0,89,48,4,1
Progressive,Packed,Delhi,1,35,72,1,0
Bifocal,Shipped,Kolkata,1,21,48,4,0
Bifocal,Packed,Durgapur,1,18,48,5,0
Progressive,QC,Bangalore,0,68,72,2,1
Single Vision,Lens Allocated,Durgapur,1,35,24,2,0
Bifocal,Prescription Verified,Kolkata,0,43,48,3,1
Progressive,Lens Allocated,Delhi,0,92,72,5,1
Progressive,Prescription Verified,Mumbai,0,44,72,2,0
Progressive,Packed,Mumbai,1,31,72,1,0
Bifocal,QC,Delhi,1,49,48,5,1
Progressive,Packed,Delhi,0,19,72,1,1
Progressive,Prescription Verified,Kolkata,0,96,72,3,1
Single Vision,Lens Allocated,Bangalore,1,94,24,3,1
Progressive,Production,Durgapur,1,78,72,3,1
Progressive,Production,Kolkata,1,5,72,5,0
Bifocal,Packed,Durgapur,0,46,48,0,1
Bifocal,Production,Delhi,1,1,48,2,0
Progressive,Shipped,Mumbai,1,97,72,1,1
Progressive,Packed,Mumbai,0,71,72,0,1
Progressive,Packed,Delhi,1,48,72,5,1
Progressive,Packed,Delhi,1,92,72,4,1
Progressive,Prescription Verified,Durgapur,1,56,72,4,0
Progressive,Shipped,Bangalore,0,99,72,0,1
Bifocal,Production,Mumbai,0,52,48,5,1
Single Vision,Lens Allocated,Durgapur,0,78,24,2,1
Single Vision,Shipped,Kolkata,0,19,24,2,1
Bifocal,Packed,Durgapur,0,29,48,1,1
Progressive,Order Placed,Bangalore,1,81,72,4,1
Single Vision,Lens Allocated,Delhi,1,97,24,4,1
Single Vision,Order Placed,Delhi,0,85,24,4,1
Single Vision,Production,Durgapur,0,41,24,4,1
Single Vision,Prescription Verified,Bangalore,1,12,24,3,0
Single Vision,Lens Allocated,Durgapur,1,64,24,3,1
Progressive,Prescription Verified,Mumbai,1,79,72,1,0
Progressive,Shipped,Kolkata,0,11,72,2,1
Progressive,Shipped,Mumbai,1,20,72,4,0
Progressive,Production,Durgapur,1,10,72,4,0
Bifocal,Production,Durgapur,1,10,48,1,0
Progressive,QC,Durgapur,1,9,72,1,0
Progressive,Production,Durgapur,0,90,72,4,1
Progressive,Order Placed,Mumbai,0,15,72,2,1
Single Vision,Order Placed,Mumbai,1,58,24,2,0
Bifocal,Prescription Verified,Delhi,0,1,48,5,1
Progressive,QC,Kolkata,1,47,72,1,1
Progressive,Shipped,Bangalore,0,92,72,5,1
Single Vision,Prescription Verified,Bangalore,0,59,24,4,1
Progressive,Shipped,Bangalore,1,8,72,0,0
Progressive,Prescription Verified,Mumbai,1,44,72,4,1
Bifocal,Lens Allocated,Mumbai,1,14,48,2,0
Progressive,Packed,Delhi,0,24,72,1,1
Progressive,Production,Mumbai,0,4,72,4,0
Bifocal,Production,Mumbai,1,74,48,0,1
Bifocal,Order Placed,Delhi,1,80,48,1,0
Bifocal,Lens Allocated,Kolkata,0,11,48,3,1
Progressive,QC,Durgapur,1,77,72,0,1
Progressive,Lens Allocated,Mumbai,0,56,72,3,1
Progressive,Packed,Mumbai,0,83,72,0,1
Progressive,Production,Mumbai,0,86,72,5,1
Progressive,Lens Allocated,Durgapur,0,56,72,1,1
Bifocal,Production,Kolkata,1,72,48,2,1
Progressive,Production,Mumbai,0,33,72,1,0
Single Vision,Order Placed,Kolkata,1,5,24,5,0
Single Vision,Shipped,Durgapur,1,51,24,2,0
Progressive,Prescription Verified,Delhi,0,63,72,3,1
Single Vision,Lens Allocated,Bangalore,1,60,24,3,1
Single Vision,QC,Delhi,0,58,24,2,1
Bifocal,Production,Durgapur,0,75,48,2,1
Single Vision,QC,Kolkata,0,5,24,5,1
Single Vision,Lens Allocated,Kolkata,0,12,24,3,1
Bifocal,QC,Mumbai,0,51,48,4,1
Progressive,Order Placed,Durgapur,1,86,72,5,1
Progressive,Production,Kolkata,1,22,72,4,0
Progressive,Lens Allocated,Mumbai,0,28,72,3,1
Progressive,Production,Durgapur,0,38,72,5,1
Bifocal,Prescription Verified,Bangalore,1,30,48,0,0
Progressive,Production,Durgapur,1,71,72,4,0
Single Vision,Prescription Verified,Durgapur,0,78,24,3,0
Single Vision,QC,Bangalore,0,63,24,0,1
Single Vision,Prescription Verified,Mumbai,1,7,24,2,0
Single Vision,QC,Kolkata,0,73,24,3,1
Progressive,Prescription Verified,Delhi,1,6,72,2,0
Progressive,Prescription Verified,Mumbai,1,96,72,0,1
Single Vision,QC,Kolkata,0,20,24,1,1
Progressive,Production,Kolkata,0,53,72,0,1
Progressive,Packed,Bangalore,0,99,72,3,1
Single Vision,Prescription Verified,Kolkata,1,58,24,0,1
Single Vision,Order Placed,Kolkata,0,9,24,5,1
Progressive,Packed,Mumbai,1,13,72,2,0
Single Vision,Order Placed,Bangalore,0,49,24,5,0
Single Vision,Lens Allocated,Kolkata,0,94,24,5,1
Bifocal,Order Placed,Kolkata,1,90,48,5,1
Progressive,Order Placed,Kolkata,1,73,72,0,1
Progressive,Prescription Verified,Kolkata,0,74,72,1,1
Progressive,Production,Bangalore,1,8,72,1,0
Progressive,Packed,Kolkata,1,64,72,3,1
Single Vision,Order Placed,Durgapur,1,74,24,2,0
Progressive,Production,Kolkata,1,55,72,2,1
Progressive,QC,Bangalore,0,72,72,1,1
Progressive,Prescription Verified,Kolkata,1,89,72,3,0
Progressive,Shipped,Delhi,1,27,72,5,0
Single Vision,Packed,Mumbai,0,81,24,5,0
Progressive,Lens Allocated,Delhi,0,48,72,2,1
Progressive,Shipped,Mumbai,1,89,72,2,1
Progressive,Prescription Verified,Durgapur,0,52,72,3,1
Single Vision,Lens Allocated,Bangalore,0,86,24,4,1
Bifocal,Order Placed,Mumbai,1,100,48,3,1
Single Vision,Order Placed,Mumbai,1,82,24,3,1
Bifocal,QC,Bangalore,0,52,48,3,1
Bifocal,Order Placed,Durgapur,0,22,48,0,0
Single Vision,Lens Allocated,Mumbai,1,15,24,1,0
Single Vision,Production,Mumbai,0,32,24,5,1
Progressive,Shipped,Delhi,0,84,72,5,1
Bifocal,Lens Allocated,Durgapur,1,96,48,5,1
Single Vision,Lens Allocated,Delhi,0,21,24,4,1
Bifocal,Prescription Verified,Mumbai,1,19,48,1,0
Single Vision,QC,Bangalore,0,98,24,5,1
Bifocal,Order Placed,Delhi,0,71,48,0,1
Single Vision,Prescription Verified,Bangalore,1,30,24,1,0
Single Vision,Order Placed,Bangalore,1,13,24,2,0
Progressive,Packed,Durgapur,1,99,72,4,1
Single Vision,QC,Bangalore,1,16,24,4,1
Single Vision,Prescription Verified,Durgapur,0,4,24,4,1
Single Vision,Shipped,Kolkata,0,35,24,0,1
Bifocal,QC,Kolkata,0,5,48,1,1
Progressive,Order Placed,Durgapur,1,46,72,3,1
Bifocal,Shipped,Kolkata,1,78,48,1,0
Single Vision,Order Placed,Durgapur,0,47,24,3,1
Progressive,Packed,Mumbai,1,7,72,0,0
Single Vision,Prescription Verified,Delhi,0,3,24,0,1
Progressive,Order Placed,Delhi,0,15,72,3,1
Bifocal,Order Placed,Delhi,0,78,48,3,1
Bifocal,Packed,Mumbai,1,94,48,1,0
Single Vision,Packed,Kolkata,0,33,24,2,1
Progressive,Production,Kolkata,0,82,72,3,1
Bifocal,Packed,Bangalore,0,63,48,2,1
Progressive,Production,Durgapur,0,98,72,4,1
Progressive,QC,Mumbai,1,70,72,3,1
Single Vision,Lens Allocated,Kolkata,1,43,24,1,0
Progressive,Lens Allocated,Durgapur,0,89,72,2,1
Bifocal,Lens Allocated,Bangalore,0,96,48,4,1
Single Vision,Prescription Verified,Kolkata,0,12,24,1,0
Bifocal,QC,Durgapur,1,54,48,3,1
Progressive,Packed,Kolkata,0,40,72,2,1
Single Vision,Order Placed,Mumbai,1,48,24,3,1
Single Vision,Production,Kolkata,1,55,24,0,1
Single Vision,Prescription Verified,Delhi,0,35,24,3,1
Progressive,QC,Bangalore,1,100,72,1,1
Bifocal,Packed,Durgapur,0,57,48,5,1
Single Vision,QC,Mumbai,1,29,24,5,1
Bifocal,Production,Kolkata,1,70,48,1,1
Single Vision,Prescription Verified,Bangalore,0,46,24,1,1
Progressive,QC,Kolkata,0,98,72,0,1
Bifocal,Packed,Mumbai,1,85,48,5,0
Progressive,Order Placed,Delhi,0,11,72,3,1
Bifocal,Prescription Verified,Mumbai,0,63,48,3,1
Bifocal,Prescription Verified,Kolkata,0,45,48,5,1
Progressive,Shipped,Mumbai,0,21,72,3,1
Bifocal,Production,Delhi,1,49,48,4,1
Bifocal,Lens Allocated,Kolkata,1,57,48,4,1
Single Vision,Packed,Mumbai,1,7,24,0,0
Bifocal,Order Placed,Delhi,1,80,48,4,1
Single Vision,Packed,Durgapur,1,9,24,0,0
Progressive,Packed,Mumbai,1,38,72,2,0
Single Vision,Order Placed,Mumbai,0,51,24,2,1
Progressive,QC,Mumbai,1,47,72,3,0
Progressive,Lens Allocated,Bangalore,1,93,72,2,1
Bifocal,Shipped,Mumbai,0,75,48,0,1
